,Short description,Description,Caller,Assignment group,Cat_Short_Description,Cat_Description,Final Category,Description_len,Short_Dec_len,Des_wrd_cnt,Short_Des_wrd_cnt
6416,unable log netweaver,unable log netweaver,ghfvmpqi fehkscza,GRP_0,English,English,English,20,20,3,3
6417,request reset microsoft online service password,request reset microsoft online service password,jcsmxrgl ibhsnket,GRP_0,English,English,English,47,47,6,6
6418,ticket update ticket,ticket update ticket,fumkcsji sarmtlhy,GRP_0,English,English,English,20,20,3,3
6419,ticket update inplant,ticket update inplant,fumkcsji sarmtlhy,GRP_0,English,English,English,21,21,3,3
6420,reset password igkqpndy swqndxhl telephony software,hello please reset password user duffym forgotten therefore cannot log interaction desktop please provide magdalena new password,igkqpndy swqndxhl,GRP_7,English,English,English,128,51,17,6
6421,ticket update inplant,ticket update inplant,olckhmvx pcqobjnd,GRP_0,English,English,English,21,21,3,3
6422,request reset microsoft online service password,request reset microsoft online service password,rovsabyl idpvbjtw,GRP_0,English,English,English,47,47,6,6
6423,currently unable post inwarehouse tool doc please advice proceed,currently unable post inwarehouse tool doc please advice proceed,dmlnpgkv ophsnmbr,GRP_10,English,English,English,64,64,9,9
6424,job hostname failagain failed job scheduler,received job hostname failagain failed job scheduler,bpctwhsn kzqsbmtp,GRP_60,English,English,English,52,43,7,6
6425,job hostname fail failed job scheduler,received job hostname fail failed job scheduler,bpctwhsn kzqsbmtp,GRP_60,English,English,English,47,38,7,6
6426,ticket update ticket,ticket update ticket,fumkcsji sarmtlhy,GRP_0,English,English,English,20,20,3,3
6427,mailbox configuration,received good afternoon writing ask thing regarding new mailbox name email address sylvthryia incorrect amended sylvthryia possible change password tried online application state impossible would like able access mailbox using software office possible would configuration data used would like update signature could please advise done,aqmwpyxk alebcyor,GRP_0,English,English,English,334,21,45,2
6428,user unable log onto ticketing tool,received userid hntubjela name nivqoxyt ivrhjmnx user unable create ticketing tool ticket,kxsceyzo naokumlb,GRP_0,English,English,English,89,35,12,6
6429,tool repoter,nwfodmhc exurcwkm sent wednesday august srujan enterprise nwfodmhc exurcwkm avsbdhyu sahryu sihtvocw yspnqxgw subject engineering tool please attachment configure accordingly please contact back still face issue,vxhyftae tbkyfdli,GRP_0,English,English,English,211,12,26,2
6430,job hostname fail failed job scheduler,received job hostname fail failed job scheduler,bpctwhsn kzqsbmtp,GRP_60,English,English,English,47,38,7,6
6431,computer lrrw plant location,received user bghrbie crhyley issue excel working properly keep going responding restarted several time correct work spreadsheet save minimize open back restart computer open excel get worksheet happened twice idea could try,dpuifqeo eglwsfkn,GRP_0,English,English,English,224,28,32,4
6432,password reset,nwfodmhc exurcwkm sent wednesday august tiyhum kuyiomar subject request reset microsoft online service password please change password,jdeoycaq geqctmlh,GRP_0,English,English,English,134,14,17,2
6433,usa print check,usa print check,rdfjsawg zpmxgdcw,GRP_15,English,English,English,15,15,3,3
6434,urgent highlighted attachment showing active account crm,highlighted attachment showing active account crm phone,vupmctne ylnsweao,GRP_40,English,English,English,55,56,7,7
6435,hostname erp sid volume dev server space consumed space available,hostname erp sid volume dev server space consumed space available,dkmcfreg anwmfvlg,GRP_47,English,English,English,65,65,10,10
6436,job job failed job scheduler,received job job failed job scheduler,bpctwhsn kzqsbmtp,GRP_6,English,English,English,37,28,6,5
6437,outlook continuously asking password,outlook continuously asking password,ouymgzat jfzmeaoy,GRP_0,English,English,English,36,36,4,4
6438,unable attach document erp,unable attach document erp,pbfscenq qvaylkne,GRP_0,English,English,English,26,26,4,4
6439,netweaver locked,netweaver locked,pbdtxowu yfqzibtv,GRP_0,English,English,English,16,16,2,2
6440,account unlock,account unlock,dhraxivp enmfvuqb,GRP_0,English,English,English,14,14,2,2
6441,telephony software software configured,telephony software software configured,zylaexnv pvkzbduh,GRP_0,English,English,English,38,38,4,4
6442,ticket update ticket,ticket update ticket,fumkcsji sarmtlhy,GRP_0,English,English,English,20,20,3,3
6443,unable log skype,cleared skype cache file,ybplwrez lqcyehbf,GRP_0,English,English,English,24,16,4,3
6444,unknown request guest wireless access,hello never used guest wireless access system today entered saw entry pending account familiar please check attached screenshot security threat please investigate,yabnljgs cjlgetqz,GRP_0,English,English,English,162,37,22,5
6445,issue sto,please review sto user receiving error message please enter net price average customer net price material ztfn erp simulating transfer price material appear sender reciever material created quantity requsted quantity sto number error code plant plant please enter net price,wgothrzl iokdftgn,GRP_29,English,English,English,273,9,40,2
6446,install engineering tool,install engineering tool,jvpkulxw ovuweygj,GRP_0,English,English,English,24,24,3,3
6447,der netweaver business client kann nicht gestartet werden,der netweaver business client kann nicht gestartet werden,ejcylstw gdvzkihe,GRP_0,English,English,English,57,57,8,8
6448,tool sinterleitstand sl beilageproben auswerten form beilage und tm proben input ald ald data,currently impossible enter data cycle following furnace ald ald ticket,howfanzi siavgtby,GRP_25,English,English,English,70,93,10,14
6449,erp sid account unlock password reset,erp sid account unlock password reset,jhunextz zorxpwkt,GRP_0,English,English,English,37,37,6,6
6450,account getting locked window,account getting locked window,ybplwrez lqcyehbf,GRP_0,English,English,English,29,29,4,4
6451,supply chain software password reset,supply chain software password reset,mtukbcow xfdtukjm,GRP_0,English,English,English,36,36,5,5
6452,lunch computer,employee computer mfg lunch,pbrmgyzo hzoxdijn,GRP_3,English,English,English,27,14,4,2
6453,delivery note unable inwarehouse tool four delivery error indicates block block order,delivery mentioned invoicing try manual error billing type could determined block billing item relevant billing need resolved month end question please contact ibtvlfah dtlwscma,ibtvlfah dtlwscma,GRP_13,English,English,English,177,85,24,12
6454,hostname plm conversion server kirty alwaysupservice exe process count service,hostname plm conversion server kirty alwaysupservice exe process count service,dkmcfreg anwmfvlg,GRP_14,English,English,English,78,78,10,10
6455,unable access drive,unable access drive,yqshfmvi jwyrmlbz,GRP_0,English,English,English,19,19,3,3
6456,job job failed job scheduler,received job job failed job scheduler,bpctwhsn kzqsbmtp,GRP_9,English,English,English,37,28,6,5
6457,background job erp inbox export excell gui upgrade,report scheduled run background job show erp inbox allow open show data transmitted however excell hang data show occur upgrade occurred already logged totally erp logged see correct situation success,hzpmalgo xpvugeyr,GRP_0,English,English,English,200,50,30,8
6458,attendance tool intouch clock show application,attendance tool intouch clock show application,noscwdpm akiowsmp,GRP_4,English,English,English,46,46,6,6
6460,laptop crash,laptop crash,pqizlhkx adbyhglu,GRP_0,English,English,English,12,12,2,2
6461,israel israel company company isr mainswitch access since,emea israel company company isr mainswitch access since,jyoqwxhz clhxsoqy,GRP_8,English,English,English,55,57,8,8
6462,server public folder germany available,hostname public available new server name germany network issue could solved,skocrqdw pexcdfao,GRP_0,English,English,English,76,38,11,5
6463,tengigabitethernet connection tech top msfc,tengigabitethernet connection tech top msfc,dkmcfreg anwmfvlg,GRP_4,English,English,English,43,43,5,5
6464,completed order form visible,hello completed order form visible please see attachment,vgmbxkji jukplihz,GRP_6,English,English,English,56,28,8,4
6465,audio working laptop error device installed error,computer name agvl service tag gqbt phone,oirxvhbp zltpgvbk,GRP_33,English,English,English,41,49,7,7
6466,collaboration platform openning,collaboration platform openning,fmorwhip jidvlbtp,GRP_0,English,English,English,31,31,3,3
6467,folder access,received please get tghrloks jbgcvlmf user nuerthytzg access folder location hostname team globalengservices tcb warm,qhvspezr fvluqczd,GRP_12,English,English,English,117,13,15,2
6469,top urgent request le team change back ki inwarehouse tool sender address sale orgr germany rth,subject wrong address ki inwarehouse tool salsed org importance high ki commercial inwarehouse tool sale org print wrong sender address legal compliance error german custom revers sale org address company infrastruture gmbh wehlauerstr germany today please confrim estimated time change sid system aspap,qgopxabz xnuieqjr,GRP_13,English,English,English,303,95,43,16
6470,job sid arc failed job scheduler,received job sid arc failed job scheduler,bpctwhsn kzqsbmtp,GRP_8,English,English,English,41,32,7,6
6471,job sid arc failed job scheduler,received job sid arc failed job scheduler,bpctwhsn kzqsbmtp,GRP_8,English,English,English,41,32,7,6
6472,able save file hostname,able save file hostname reporting report saved,yolktfas fyoxqgvh,GRP_0,English,English,English,46,23,7,4
6473,job sid arc failed job scheduler,received job sid arc failed job scheduler,bpctwhsn kzqsbmtp,GRP_8,English,English,English,41,32,7,6
6474,job job failed job scheduler,received job job failed job scheduler,bpctwhsn kzqsbmtp,GRP_8,English,English,English,37,28,6,5
6475,vpn accepting password,received hello unable login vpn showing user name password matching accepting current password checked password okay please help resolve issue,vfoyenlw ntpbdeyf,GRP_0,English,English,English,142,22,20,3
6476,job job failed job scheduler,received job job failed job scheduler,bpctwhsn kzqsbmtp,GRP_6,English,English,English,37,28,6,5
6477,job job failed job scheduler,received job job failed job scheduler,bpctwhsn kzqsbmtp,GRP_8,English,English,English,37,28,6,5
6478,hostname alwaysupservice exe wrong number instance process alwaysupservice exe,hostname alwaysupservice exe wrong number instance process alwaysupservice exe expected instance gte found,mnlazfsr mtqrkhnx,GRP_14,English,English,English,106,78,13,9
6479,job sid arc failed job scheduler,received job sid arc failed job scheduler,bpctwhsn kzqsbmtp,GRP_8,English,English,English,41,32,7,6
6480,job sid arc failed job scheduler,received job sid arc failed job scheduler,bpctwhsn kzqsbmtp,GRP_8,English,English,English,41,32,7,6
6481,cert notification network outage germany formerly germany,issue unplanned network outage germany site formerly germany network resource including telephony software service phone number gso emea unavailable moment fiber cut vicinity site caused issue german telekom contacted fault identified service expected restored edt start august edt estimated time recovery unknown time affected intranet internet resource including telephone service site affected known workarounds workarounds available moment suspected fiber cut question global service organization leadership bridge line established order provide timely update line open business unit representative well management leadership bridge line open edt leadership bridge line,ayrhcfxi zartupsw,GRP_0,English,English,English,673,57,87,7
